Symbol,Price,Market Cap (Cr),Score (%),Penny_stock,market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s),Error
20MICRONS.NS,197.42,696.626176,70.47619047619048,False,6966261760.0,197.42,18.95,0.1691956963432637,0.14479,0.08717,0.10186,0.07006,0.46853,32.043,6.291643088411166,1.921,1.191,535748128.0,,9538326000.0,0.10824318899539831,668256000.0,0.16911184756469755,1.562332458367306,10.417941,0.6157332145649919,1.4411796,6.291,0.638,0.62,937594.0,45.04,0.0,"[2610633000.0, 2148214000.0, 2307829000.0, 2471649000.0, 2274052000.0]","[176170000.0, 149561000.0, 173950000.0, 168575000.0, 152201000.0]","[4.99, 4.24, 4.92, 4.78, 4.31]","[-0.17712907176152293, 0.07430125676492194, 0.07098446202036635, -0.07994541296114455]","[-0.1510416075381733, 0.1630705865834008, -0.030899683817188883, -0.09713184042710965]","[-0.15030060120240485, 0.1603773584905659, -0.028455284552845517, -0.09832635983263616]","[0.3225763095693737, 0.3589990049646288, 0.38388471501323584, 0.34246682818688556]",[],"[7.235603162458556, 5.886965476657513, 6.276606753200009, 5.8693337875529625, 5.003272292492606]",5.0,5.0,3.0,3.0,0.0,3.0,3.0,0.0,5.0,5.0,5.0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,
21STCENMGM.NS,32.6,34.2299968,43.80952380952381,True,342299968.0,32.6,-22.9,-0.05582865418903771,-0.57208,-0.30996,1.32821,0.0,0.0,,,2.928,1.522,13173875.0,,-168779000.0,0.07672634712294801,-240474000.0,0.10007241153850299,1.304277022052734,,,1.0352492,-1.281,0.571,,3372.0,64.43,0.0,"[-96252000.0, -33726000.0, -72087000.0, 33286000.0, -75329000.0]","[-128701000.0, -56061000.0, -78860000.0, 23148000.0, -108059000.0]","[-12.26, -5.34, -7.51, 2.2, -10.29]","[-0.6496072808876698, 1.1374310620885963, -1.4617476105261697, -3.2630835786817283]","[-0.5644089789512126, 0.4066820070994095, -1.2935328430129343, -5.668178676343529]","[-0.564437194127243, 0.40636704119850187, -1.292942743009321, -5.677272727272727]",[],[],[],5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,3.0,
360ONE.NS,1089.8,44320.5353472,48.57142857142857,False,443205353472.0,1089.8,29.2,0.18403360542715985,0.14392,0.07098,0.57660997,0.27163,0.72758,161.977,2.4463604343997654,13.022,2.515,14332699648.0,,31381300000.0,0.23968855960451596,12161700000.0,0.22726457606551742,0.9481661387614911,37.32192,2.0279948280843705,4.493409,20.779,0.391,1.66,913206.0,6.24,-0.009999999999999787,"[8106800000.0, 8071300000.0, 6627800000.0, 7211200000.0, 5864000000.0]","[2887400000.0, 3272800000.0, 2846700000.0, 2496000000.0, 2764700000.0]","[7.12, 8.08, 7.16, 6.38, 7.26]","[-0.004379039818424024, -0.17884355680001984, 0.08802317511089663, -0.18682050144220097]","[0.1334764840340792, -0.1301943290149108, -0.12319527874380864, 0.10765224358974357]","[0.1348314606741572, -0.11386138613861385, -0.1089385474860336, 0.13793103448275867]","[1.6063799177473552, 1.5606486324279412, 2.7530180597419744]",[],"[2.1628026294692964, 2.442931477226652, 2.6355998949855604, 2.486113657195234, 2.6146161461614614]",4.0,3.0,3.0,3.0,0.0,5.0,5.0,0.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
3IINFOLTD.NS,17.24,357.5640832,48.57142857142857,False,3575640832.0,17.24,1.82,-0.6668662318285834,0.10256,-0.0382,-0.08226,0.05114,0.08254,16.298,12.200992555831265,1.131,0.754,201337504.0,,6933600000.0,-0.01661878125901739,354600000.0,1.9580537058765808,-117.82173887234578,9.4725275,,0.9670724,-19.4,-0.18,,303322.0,,,"[1757800000.0, 1721400000.0, 1748900000.0, 1705500000.0, 1870000000.0]","[72700000.0, 21400000.0, 184300000.0, 76200000.0, 269000000.0]","[0.34, 0.1, 1.03, 0.426306, 1.53]","[-0.020707702810331075, 0.015975368885790653, -0.024815598376122128, 0.09645265318088536]","[-0.7056396148555708, 7.61214953271028, -0.5865436787845903, 2.5301837270341205]","[-0.7058823529411764, 9.299999999999999, -0.5861106796116504, 2.5889713023039786]","[0.16152473896846634, 0.10652826260028171, 0.20695385818561002, 0.2758042656394893]",[],"[5.604477611940299, 3.231707317073171, 49.15384615384615, 9.962962962962964, 5.084415584415584]",5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,3.0,
3MINDIA.NS,32710.0,36848.0452608,40.95238095238095,False,368480452608.0,32710.0,463.98,0.05013717848890953,0.289,0.18757,0.17216998,0.10262,0.42368,9.6,21.552413793103447,2.182,1.422,4592943104.0,,50897600000.0,0.0875103118974816,5223200000.0,0.05014001763387421,0.5729612493281168,70.498726,14.06116740605866,20.936356,36.896,0.273,0.48,2973.0,75.0,0.0,"[13992400000.0, 12280530000.0, 11959687000.0, 11982300000.0, 10899496000.0]","[2153400000.0, -620539000.0, 1776864000.0, 713700000.0, 1137660000.0]","[191.16, -55.09, 157.73, 63.36, 100.99]","[-0.12234284325776845, -0.026126152535761893, 0.0018907685460329837, -0.0903669579296128]","[-1.2881670846103837, -3.8634203490836194, -0.59833729536982, 0.5940311055065153]","[-1.288187905419544, -3.8631330550009073, -0.5983008939326697, 0.5939078282828283]","[0.09600429827786104, 0.05390493750625847, 0.06174061539595864]",[],"[73.83879093198992, 4.268574247094009, 112.6506855703759, 171.62121212121212, 56.229509371752144]",4.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,
5PAISA.NS,351.05,1645.6962048,40.95238095238095,False,16456962048.0,351.05,14.14,-0.006514842917410557,0.070539996,0.02473,0.19001,0.15376,1.0,58.31,2.8226162443975826,4.862,4.832,,,1810179000.0,-0.08458139217285732,441855000.0,0.004709956446433239,-0.05568549210927617,24.82673,,1.6915381,,0.538,,56236.0,36.5,3.740000000000002,"[495348000.0, 445514000.0, 443536000.0, 426755000.0, 540533000.0]","[108552000.0, 122996000.0, 115485000.0, 100666000.0, 161774000.0]","[3.47, 3.94, 3.7, 3.22, 5.18]","[-0.10060401980022127, -0.0044398155837975795, -0.03783458388947003, 0.26661199048634465]","[0.13306065295895064, -0.06106702656996976, -0.1283196951985106, 0.6070371326962429]","[0.13544668587896247, -0.060913705583756306, -0.12972972972972974, 0.6086956521739129]","[0.5830959474400369, 0.3601737453656306, 0.29296534612717035]",[],"[2.6015531067650595, 3.0130654490106545, 3.1287105592109783, 3.592382308787867, 4.981393200295639]",5.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,5.0,
63MOONS.NS,656.65,3025.7471488,43.80952380952381,False,30257471488.0,656.65,-4.89,0.11218038935638042,-0.0152,-0.05193,-0.63594,-0.10602,0.030989999,0.149,-25.214728295705434,11.277,9.925,-2795436032.0,,2106298000.0,-0.10077535593197451,-224337000.0,0.11214044173807292,-1.1127764392493942,,,0.85230964,-4.169,0.722,0.18,110236.0,45.63,0.0,"[1332411000.0, 266402000.0, 303264000.0, 135429000.0, 117466000.0]","[224976000.0, -197468000.0, 30101000.0, 109955000.0, -166791000.0]","[4.88, -4.29, 12.21, 2.39, -3.62]","[-0.8000601916375653, 0.138369832058318, -0.5534286957898069, -0.13263776591424292]","[-1.8777291800014224, -1.152434824883019, 2.652868675459287, -2.5169023691510164]","[-1.8790983606557377, -3.8461538461538463, -0.8042588042588042, -2.514644351464435]","[0.0015265915283996082, 0.0008341300476107256, 0.002052702619134384]",[],"[105.33539987600744, -90.85773074661964, 7.388759869948909, 66.7671176711767, -203.42223837209303]",5.0,4.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,
A2ZINFRA.NS,13.75,244.0932352,22.857142857142858,False,2440932352.0,13.75,0.14,,,,-0.01511,0.00619,0.15529999,353.886,2.4173654047034243,,,,,3362675000.0,-0.01635850207749956,89731000.0,,,98.21429,,5.1058297,14.028,0.085,,141233.0,28.15,0.0,"[1089682000.0, 947155000.0, 905113000.0, 906559000.0, 845590000.0]","[-6449000.0, -17333000.0, 7488000.0, 40127000.0, -4649000.0]","[-0.04, -0.1, 0.04, -0.03, 0.31]","[-0.13079687468454104, -0.04438766622147383, 0.0015975905770881926, -0.06725320690655545]","[1.6877035199255697, -1.432008307852074, 4.358840811965812, -1.1158571535375184]","[1.5, -1.4, -1.75, -11.333333333333334]","[2.0663286669759966, 2.0285723774520656, 2.8306110936014344]",[],"[1.0866915172274834, 0.4855211200191456, 2.0761806273698724, 6.289780546099805, 0.2966020240854865]",5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,3.0,
AAATECH.NS,94.19,120.8156288,22.857142857142858,False,1208156288.0,94.19,1.61,-0.10423803224601336,0.06677,0.02562,-0.30162,0.10123,0.49051997,,,18.862,7.506,-155164128.0,,203786000.0,-0.03953918315860683,20629000.0,-0.10405884292382339,2.631790406655683,58.503105,,3.9354057,69.52,0.314,1.58,19948.0,34.38,0.0,"[33768000.0, 47861000.0, 42443000.0, 105736000.0, 69374000.0]","[-3493000.0, 4444000.0, 8149000.0, 9975000.0, 5535000.0]","[-0.27, 0.35, 0.64, 0.78, 0.43]","[0.4173477848850984, -0.11320281648941732, 1.491247084324859, -0.34389422713172424]","[-2.272258803320928, 0.8337083708370836, 0.2240765738127377, -0.44511278195488724]","[-2.296296296296296, 0.8285714285714287, 0.21875, -0.4487179487179488]","[0.0, 0.0]",[],[],5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,
AADHARHFC.NS,518.75,22686.8625408,58.0952380952381,False,226868625408.0,518.75,24.78,0.25605387446165606,0.15753001,0.0433,0.62323004,0.48599997,1.0,248.556,1.0855726720088423,24.997,24.594,,,34546500000.0,0.22462837137853486,10958800000.0,0.26236786325380157,1.1680085718632114,20.934221,0.8175709523635772,2.9872448,,0.413,,908433.0,64.9,-10.289999999999992,"[9105600000.0, 8842600000.0, 8489500000.0, 8108800000.0, 7767900000.0]","[3109200000.0, 2812100000.0, 2664700000.0, 2372800000.0, 2448400000.0]","[7.16, 6.49, 6.16, 5.5, 5.68]","[-0.028883324547531175, -0.0399316942980571, -0.04484363036692385, -0.042040745856353645]","[-0.09555512672069988, -0.05241634365776471, -0.10954328817502912, 0.03186109238031021]","[-0.09357541899441335, -0.05084745762711862, -0.1071428571428572, 0.032727272727272716]","[2.4776120590540374, 2.544817143039484, 2.5613837411668334, 2.4775953939133855]",[],[],4.0,4.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,
AAKASH.NS,8.71,88.1887488,39.04761904761905,True,881887488.0,8.71,0.35,-0.33226508128980636,0.056339998,0.03367,0.075050004,0.03112,0.84607005,41.927,3.5355663888452065,0.84,0.7,-77281816.0,,1124600000.0,0.06700168720120692,34999000.0,-0.08280045337673281,-1.2357965423778359,24.885715,,1.3491327,7.488,-0.252,,214661.0,66.54,0.0,"[326477000.0, 311501000.0, 248069000.0, 257745000.0, 233545000.0]","[18800000.0, 8047000.0, 2775000.0, 2750000.0, 2575000.0]","[0.19, 0.08, 0.03, 0.03, 0.03]","[-0.045871531532083454, -0.20363337517375546, 0.03900527675767629, -0.09389124910279545]","[-0.571968085106383, -0.6551509879458184, -0.009009009009009028, -0.0636363636363636]","[-0.5789473684210527, -0.625, 0.0, 0.0]","[0.34733389692529276, 0.42884884466006723, 0.393103335050045, 0.231843724823577]",[],"[8.166711409395973, 3.415415639704235, 1.7353463587921847, 1.6362881806108898, 2.066096866096866]",5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,5.0,5.0,3.0,
AAREYDRUGS.NS,92.0,260.8595968,25.71428571428571,False,2608595968.0,92.0,1.39,-0.022891381522850085,0.02747,0.00918,0.01844,0.0084,0.037609998,40.385,2.082450317885561,1.812,0.917,-294908128.0,,4722690000.0,0.04584129728148145,39676000.0,0.01707569833078093,0.3724959663756945,66.18705,,1.7402818,44.497,1.144,,86719.0,37.71,-1.3399999999999963,"[1894724000.0, 964263000.0, 841620000.0, 1022083000.0, 1080993000.0]","[15574000.0, 5695000.0, 10238000.0, 13713000.0, 4701000.0]","[0.55, 0.2, 0.36, 0.48, 0.17]","[-0.49107996731977854, -0.12718832932509072, 0.21442337396924982, 0.05763719776182552]","[-0.6343264415050726, 0.7977172958735732, 0.339421762062903, -0.6571866112448042]","[-0.6363636363636364, 0.7999999999999998, 0.33333333333333326, -0.6458333333333333]","[0.33214025496067096, 0.34114004243180746, 0.251703308408043, 0.28504947223713634]",[],"[1.717263405614389, 2.005004896094005, 2.175817200888607, 2.665574402467232, 2.25]",5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,
AARON.NS,117.38,245.8697472,52.38095238095239,False,2458697472.0,117.38,3.25,0.2860889986197952,0.14835,0.09919,0.15099,0.07388,0.36539,57.079,5.412114656571119,1.372,0.392,57265000.0,,920050000.0,0.1813494989178246,67974000.0,0.07943985071364157,0.4380483606940561,36.11692,1.2624365206017043,4.961745,15.027,-0.069,0.51,10029.0,73.07,0.009999999999990905,"[273269000.0, 231959000.0, 222422000.0, 192400000.0, 241136000.0]","[23220000.0, 20217000.0, 13947000.0, 10590000.0, 27534000.0]","[1.10854, 0.97, 0.67, 0.505, 1.314493]","[-0.15116972653319627, -0.041115024637974784, -0.1349776550880758, 0.2533056133056133]","[-0.12932816537467695, -0.3101350348716426, -0.24069692406969245, 1.6]","[-0.12497519259566647, -0.3092783505154638, -0.24626865671641796, 1.6029564356435642]","[0.5707949856208935, 0.7243900453961766, 0.7403421357806352, 0.8977195614361225]",[],"[7.227421861509239, 6.083882094700533, 4.5944388416654665, 4.066273062730628, 11.344550109729335]",5.0,5.0,5.0,3.0,0.0,3.0,3.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,5.0,
AARTECH.NS,48.03,152.5931136,46.666666666666664,True,1525931136.0,48.03,1.25,-0.0038023180865498496,0.11931,0.07511,0.07764,0.099020004,0.44983003,16.02,9.249933244325767,2.854,2.032,-29682124.0,,408842000.0,0.2353177066971588,40485000.0,0.4174096767657349,1.7738132953289345,38.424,,4.921611,27.053,0.767,0.24,224979.0,52.75,0.0,"[174645000.0, 73823000.0, 117011000.0, 43363000.0, 105537000.0]","[6834000.0, 6033000.0, 21605000.0, 9642000.0, -16673000.0]","[0.19, 0.18, 0.68, 0.2, -0.51]","[-0.577296802084228, 0.585020928436937, -0.6294109100853766, 1.43380301178424]","[-0.117208077260755, 2.581137079396652, -0.5537144179588058, -2.729205559012653]","[-0.052631578947368474, 2.777777777777778, -0.7058823529411764, -3.55]","[0.16001481354869954, 0.1596635179335959, 0.1792208700517555, 0.13483666643395256]",[],"[8.557415155741516, 8.397668393782384, 15.657847263980758, 5.565400843881856, -26.554709800190295]",5.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,
AARTIDRUGS.NS,373.45,3408.478208,48.57142857142857,False,34084782080.0,373.45,21.36,-0.06070110416443231,0.13359,0.05673,0.10901,0.07598,0.36900002,37.221,7.256303767428063,1.591,0.926,-60057500.0,,25653100000.0,-0.017587655759241927,1949200000.0,0.05433929026114148,-3.0896266679877096,17.483614,,2.1995077,12.707,0.355,0.54,189986.0,55.03,0.0,"[7203000000.0, 6017100000.0, 6527900000.0, 5905100000.0, 6767600000.0]","[551900000.0, 405400000.0, 452800000.0, 539100000.0, 628600000.0]","[6.05, 4.44, 4.95, 5.91, 6.88]","[-0.1646397334443982, 0.08489139286367187, -0.09540587325173489, 0.14606018526358566]","[-0.2654466388838558, 0.11692155895411949, 0.19059187279151946, 0.16601743646818767]","[-0.2661157024793388, 0.11486486486486491, 0.19393939393939386, 0.16412859560067683]","[0.372299626822308, 0.3905809439487843, 0.4492851526133885, 0.4619539689995303]",[],"[9.622549019607844, 4.123789020452099, 8.845454545454546, 6.970794392523365, 8.767467248908297]",5.0,5.0,0.0,3.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,5.0,5.0,3.0,
AARTIIND.NS,457.2,16583.8651392,19.047619047619047,False,165838651392.0,457.2,11.56,-0.34647318616843326,0.07249,0.03466,0.09837,0.05057,0.35445,83.392,2.073529411764706,0.831,0.399,-6463949824.0,,82860000000.0,0.0847223072282921,4190000000.0,-0.08403665793485193,-0.9919070984269511,39.55017,,2.7752655,18.144,0.589,0.21,2936994.0,42.09,-0.04999999999999716,"[22050000000.0, 23180000000.0, 16750000000.0, 19490000000.0, 18430000000.0]","[1370000000.0, 1330000000.0, 430000000.0, 960000000.0, 460000000.0]","[3.79, 3.67, 1.19, 2.64, 1.27]","[0.05124716553287989, -0.2773943054357204, 0.16358208955223885, -0.054386865059004585]","[-0.029197080291970767, -0.6766917293233083, 1.2325581395348837, -0.5208333333333333]","[-0.0316622691292876, -0.6757493188010899, 1.2184873949579833, -0.518939393939394]","[0.8339210747271201, 0.6864777203699475, 0.713393349255925]",[],"[1.9910714285714286, 2.710144927536232, 1.7, 2.375, 1.4705882352941178]",4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,
AARTIPHARM.NS,675.3,6123.608064,29.523809523809526,False,61236080640.0,675.3,19.27,-0.033590304331914456,0.08492,0.058330003,0.175,0.096020006,0.54116,37.359,5.966040406969307,1.49,0.643,-1659496192.0,,18194425000.0,-0.020485977690087753,1747073000.0,-0.03347083064590084,1.6338410180977536,35.04411,,2.88251,17.167,0.231,0.58,376381.0,43.08,-0.020000000000003126,"[5826440000.0, 4322727000.0, 4183348000.0, 3861909000.0, 5637770000.0]","[611241000.0, 479556000.0, 279231000.0, 495012000.0, 883408000.0]","[6.74, 5.29, 3.08, 5.46, 9.75]","[-0.25808435339589875, -0.032243303821869906, -0.07683773857685283, 0.4598401982024951]","[-0.21543875492645292, -0.4177301503891099, 0.7727687828357166, 0.784619362762923]","[-0.21513353115727007, -0.41776937618147447, 0.7727272727272727, 0.7857142857142858]","[0.35505960238156303, 0.32195093200800545, 0.21147622822862422, 0.20814576534069337]",[],"[5.843657712150863, 5.997678781519285, 4.6278925852304695, 10.632915863368114, 18.410675497091123]",5.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,
AARTISURF.NS,370.5,313.84704,38.095238095238095,False,3138470400.0,370.5,14.58,-0.04287794609379514,0.05169,0.037130002,0.034140002,0.014359999,0.15866,42.536,2.3993645014749743,1.325,0.602,177834496.0,,8591292000.0,0.12884597533297537,123421000.0,-0.009600312958730983,-0.07450999485176771,25.411522,,1.2790726,8.558,0.622,0.27,11095.0,49.88,0.0,"[2562766000.0, 2077873000.0, 1791661000.0, 2158992000.0, 2020541000.0]","[41855000.0, 36567000.0, 15562000.0, 29437000.0, 97202000.0]","[4.95, 4.32, 1.84, 3.48, 11.5]","[-0.189206895986602, -0.13774277831224524, 0.20502260193195032, -0.06412761140384027]","[-0.12634093895591925, -0.5744250280307381, 0.8915949106798613, 2.3020348540951865]","[-0.1272727272727272, -0.5740740740740741, 0.8913043478260869, 2.3045977011494254]","[0.4253637528738284, 0.4992567729966347, 0.37858603209975894, 0.508694192047423]",[],"[2.9188562848842903, 2.6123210165312765, 1.7839931460393388, 2.2341146310199598, 5.039760699493788]",5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,3.0,
AARVI.NS,140.32,207.8237568,54.285714285714285,False,2078237568.0,140.32,11.79,-0.05942548959852767,0.1318,0.05811,0.03672,0.02711,0.24781999,18.792,7.8918236819360414,2.045,1.398,96460624.0,,6498518000.0,0.14758568321887977,176205000.0,0.06684659117403235,0.45293411742990164,11.901612,,1.460769,9.563,-0.095,1.4,56204.0,73.53,0.0,"[1222508000.0, 1674460000.0, 1588524000.0, 1513026000.0, 1444509000.0]","[45848000.0, 40149000.0, 48031000.0, 42178000.0, 29540000.0]","[3.1, 2.71, 3.24, 2.85, 2.0]","[0.36969246827014635, -0.051321620104391896, -0.047527138400175306, -0.045284747254839]","[-0.12430204152852908, 0.19631871279483915, -0.12185879952530654, -0.29963488074351563]","[-0.12580645161290327, 0.1955719557195572, -0.12037037037037035, -0.29824561403508776]","[0.1879163924444898, 0.241782027172969, 0.21369672383609126, 0.2825105138204443]",[],"[10.068843652813118, 6.755196304849885, 8.137926196155465, 6.701513596716265, 5.383496910214467]",5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,3.0,
AAVAS.NS,1483.8,11764.7220736,55.23809523809524,False,117647220736.0,1483.8,82.09,0.17165658161367325,0.13916,0.03288,0.53083,0.42080003,0.99338996,310.553,111.01188160353969,1603.958,1603.958,,,23927492000.0,0.2085482549515112,6548813000.0,0.15084812226358624,0.7233247878226523,18.075285,1.0529910842964276,2.326464,,0.538,,277273.0,48.88,-0.07000000000000028,"[6270102000.0, 6023690000.0, 5911819000.0, 5721881000.0, 5662391000.0]","[1816680000.0, 1700457000.0, 1639343000.0, 1392334000.0, 1536792000.0]","[22.94, 21.48, 20.71, 17.59, 19.42]","[-0.03929952016729554, -0.018571838856249245, -0.032128520849505016, -0.010396930659690384]","[-0.06397549375784395, -0.035939750314180285, -0.15067560602021668, 0.1037524042363398]","[-0.06364428945074108, -0.03584729981378021, -0.15065185900531153, 0.10403638430926665]","[3.105533677480335, 3.0797097355268415, 3.191701685020082, 3.082573068427349]",[],[],4.0,3.0,3.0,3.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,3.0,0.0,3.0,3.0,3.0,0.0,5.0,3.0,0.0,
ABAN.NS,13.18,76.9254976,22.857142857142858,False,769254976.0,13.18,-135.47,-0.2579898349763766,,,0.18032,-1.85485,0.87764,,0.19696919032890275,,,,,4756550000.0,-0.07363617982790327,-8893920000.0,-0.2579957208892203,3.503654338019541,,,-0.0028619966,146.503,-0.553,,45987.0,46.0,0.0,"[913080000.0, 1047740000.0, 1144200000.0, 1157130000.0, 1163120000.0]","[295570000.0, -3074410000.0, -2528120000.0, -2598690000.0, -2765480000.0]","[5.06, -52.66, -43.32, -47.39, -19.75]","[0.1474788627502519, 0.09206482524290371, 0.01130047194546413, 0.0051766007276623505]","[-11.40163074736949, -0.1776893777993176, 0.027914023068525307, 0.0641823380241584]","[-11.40711462450593, -0.1773642233194075, 0.09395198522622339, -0.5832454104241401]","[-0.605689090930604, -0.6179512428865827, -0.6313173798053325]",[],"[7.777257107154014, -0.014290164047899219, 0.11932264935881856, -0.02833779954351413, 0.03443154489234998]",5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,3.0,
ABB.NS,7128.0,151048.290304,38.095238095238095,False,1510482903040.0,7128.0,73.43,0.17965141326295475,,,0.11496,0.22257,0.37892,1.082,116.00464156781847,,,,,130653200000.0,0.15414610570979437,16682600000.0,0.1796610544213353,1.1655244457461484,97.072044,5.403355433553768,19.276222,77.387,0.515,0.56,241145.0,75.0,0.0,"[31624100000.0, 34957900000.0, 31445200000.0, 29901900000.0, 33268800000.0]","[17836500000.0, 4328500000.0, 3517400000.0, 4746300000.0, 5284100000.0]","[84.18, 20.43, 16.598683, 22.4, 24.93]","[0.10541960087401692, -0.10048372470886413, -0.04907903272995562, 0.11259819610125099]","[-0.7573234659266112, -0.1873859304608987, 0.34937738102007154, 0.11330931462402294]","[-0.7573057733428368, -0.1875338717572197, 0.34950465648389084, 0.11294642857142856]","[0.010824414017884148, 0.010177459193559373, 0.007332447635469373]",[],"[122.22572178477691, 108.9607476635514, 114.1527446300716, 131.84434968017058, 138.45224171539962]",3.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,
ABBOTINDIA.NS,25295.0,53750.1106176,52.38095238095239,False,537501106176.0,25295.0,729.17,0.17800667697969041,0.34460998,0.18279,0.27012,0.22399001,0.46705002,3.602,84.20408163265306,2.554,1.772,13733062656.0,,69290500000.0,0.09025598779985411,15520200000.0,0.178006908024275,1.9722448600198326,34.69013,1.9488106057930603,11.25881,27.239,0.007,2.05,10130.0,74.99,0.0,"[17095100000.0, 17240400000.0, 17571500000.0, 17383500000.0, 16045900000.0]","[3949300000.0, 3759600000.0, 4152700000.0, 3658600000.0, 3670400000.0]","[185.85, 176.92, 195.42, 172.17, 172.72]","[0.008499511555942973, 0.019204890837799526, -0.010699143499416697, -0.07694652975522764]","[-0.048033828779783794, 0.10455899563783388, -0.11898283044766056, 0.003225277428524631]","[-0.0480495022867905, 0.10456703594845118, -0.11897451642615908, 0.003194517047104606]","[0.03602495920773995, 0.04548843030633946, 0.04645949234021946, 0.017182081786709304]",[],"[87.51954397394137, 93.87956204379562, 73.30860927152318, 85.73024054982818, 124.14030612244898]",3.0,0.0,3.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,
